season,bowler,phase,runs_conceded,balls_bowled,wickets,dot_balls,boundaries,fours,sixes,economy_rate,balls_per_wicket,bowling_avg,dot_ball_pct,boundary_pct,six_pct,performance_index
2011,Anand Rajan,Middle,12,14,2,7,1,1,0,5.14,7.0,6.0,0.5,0.07,0.0,1.71516507650931
2011,Ashwin,Death,69,55,0,13,5,4,1,7.53,,,0.24,0.09,0.02,0.22469833756194582
2011,Ashwin,Middle,135,128,7,55,14,9,5,6.33,18.29,19.29,0.43,0.11,0.04,0.917257890172397
2011,Ashwin,Powerplay,151,159,9,80,16,13,3,5.7,17.67,16.78,0.5,0.1,0.02,1.4114943848266228
2011,B Akhil,Middle,22,13,0,5,3,2,1,10.15,,,0.38,0.23,0.08,-0.5208379760134975
2011,B Lee,Death,134,94,1,27,11,9,2,8.55,94.0,134.0,0.29,0.12,0.02,0.1278421447818765
2011,B Lee,Middle,35,29,3,13,4,3,1,7.24,9.67,11.67,0.45,0.14,0.03,0.7885161612042839
2011,B Lee,Powerplay,139,118,0,65,23,21,2,7.07,,,0.55,0.19,0.02,1.0559497082244051
2011,BA Bhatt,Death,46,37,2,13,5,3,2,7.46,18.5,23.0,0.35,0.14,0.05,0.29166858232630005
2011,BA Bhatt,Middle,114,68,4,19,14,9,5,10.06,17.0,28.5,0.28,0.21,0.07,-0.7348452158011335
2011,BA Bhatt,Powerplay,73,67,3,29,8,6,2,6.54,22.33,24.33,0.43,0.12,0.03,0.9031828170776148
2011,BJ Hodge,Middle,71,61,7,29,9,6,3,6.98,8.71,10.14,0.48,0.15,0.05,0.7949712924044954
2011,Bhuvneshwar Kumar,Middle,40,31,3,11,5,4,1,7.74,10.33,13.33,0.35,0.16,0.03,0.2871619143781858
2011,Bhuvneshwar Kumar,Powerplay,28,36,0,19,3,3,0,4.67,,,0.53,0.08,0.0,1.8663923096793225
2011,Bipul Sharma,Middle,47,46,2,16,2,2,0,6.13,23.0,23.5,0.35,0.04,0.0,1.1221818175033451
2011,Bipul Sharma,Powerplay,23,25,2,15,4,4,0,5.52,12.5,11.5,0.6,0.16,0.0,1.7020068959885255
2011,CH Gayle,Death,50,39,4,18,4,1,3,7.69,9.75,12.5,0.46,0.1,0.08,0.607343913186763
2011,CH Gayle,Middle,153,137,3,53,12,7,5,6.7,45.67,51.0,0.39,0.09,0.04,0.7811434880793185
2011,CH Gayle,Powerplay,48,43,1,23,5,4,1,6.7,43.0,48.0,0.53,0.12,0.02,1.281201798424994
2011,CK Langeveldt,Death,18,12,2,5,3,3,0,9.0,6.0,9.0,0.42,0.25,0.0,0.1842319147124496
2011,CK Langeveldt,Middle,29,13,0,1,3,0,3,13.38,,,0.08,0.23,0.23,-2.9372884010998086
2011,CK Langeveldt,Powerplay,30,27,1,19,4,2,2,6.67,27.0,30.0,0.7,0.15,0.07,1.5088684693772816
2011,DE Bollinger,Death,132,125,10,52,9,5,4,6.34,12.5,13.2,0.42,0.07,0.03,1.068237039044124
2011,DE Bollinger,Middle,17,19,2,8,1,1,0,5.37,9.5,8.5,0.42,0.05,0.0,1.462539489844163
2011,DE Bollinger,Powerplay,169,126,4,63,24,21,3,8.05,31.5,42.25,0.5,0.19,0.02,0.715252032017361
2011,DJ Bravo,Death,25,12,1,2,3,1,2,12.5,12.0,25.0,0.17,0.25,0.17,-2.211930203073101
2011,DJ Bravo,Middle,104,89,4,35,10,6,4,7.01,22.25,26.0,0.39,0.11,0.04,0.6622634759004103
2011,DJ Bravo,Powerplay,30,28,1,14,3,3,0,6.43,28.0,30.0,0.5,0.11,0.0,1.3642541205674132
2011,DJ Hussey,Middle,23,12,1,4,3,0,3,11.5,12.0,23.0,0.33,0.25,0.25,-1.9196571028106129
2011,DL Vettori,Death,27,16,0,4,3,2,1,10.12,,,0.25,0.19,0.06,-0.7289140937809518
2011,DL Vettori,Middle,223,230,10,93,20,14,6,5.82,23.0,22.3,0.4,0.09,0.03,1.0194517450327654
2011,DL Vettori,Powerplay,65,66,2,28,7,7,0,5.91,33.0,32.5,0.42,0.11,0.0,1.1717634284086194
2011,DP Nannes,Powerplay,16,12,1,7,3,2,1,8.0,12.0,16.0,0.58,0.25,0.08,0.47650501497493797
2011,DS Kulkarni,Death,39,27,1,9,4,2,2,8.67,27.0,39.0,0.33,0.15,0.07,-0.12532613652560615
2011,DS Kulkarni,Middle,44,43,3,19,4,4,0,6.14,14.33,14.67,0.44,0.09,0.0,1.2695244987772667
2011,DS Kulkarni,Powerplay,73,56,1,24,9,8,1,7.82,56.0,73.0,0.43,0.16,0.02,0.6086141233139204
2011,DT Christian,Death,74,38,3,16,11,6,5,11.68,12.67,24.67,0.42,0.29,0.13,-1.111919753719127
2011,DT Christian,Middle,183,155,5,61,20,16,4,7.08,31.0,36.6,0.39,0.13,0.03,0.6385685830106571
2011,DT Christian,Powerplay,100,98,3,56,13,12,1,6.12,32.67,33.33,0.57,0.13,0.01,1.5406981582204804
2011,DW Steyn,Death,109,85,7,35,14,12,2,7.69,12.14,15.57,0.41,0.16,0.02,0.5604914502742218
2011,DW Steyn,Middle,56,56,1,26,7,7,0,6.0,56.0,56.0,0.46,0.12,0.0,1.263455414316213
2011,DW Steyn,Powerplay,139,145,6,89,23,22,1,5.75,24.17,23.17,0.61,0.16,0.01,1.6435492622771384
2011,Harbhajan Singh,Death,57,50,5,20,7,6,1,6.84,10.0,11.4,0.4,0.14,0.02,0.7355290699667711
2011,Harbhajan Singh,Middle,182,145,3,50,19,14,5,7.53,48.33,60.67,0.34,0.13,0.03,0.3873783601462433
2011,Harbhajan Singh,Powerplay,134,133,6,69,17,12,5,6.05,22.17,22.33,0.52,0.13,0.04,1.2133662419128688
2011,Harmeet Singh,Middle,32,25,1,9,3,3,0,7.68,25.0,32.0,0.36,0.12,0.0,0.6293470183850243
2011,Harmeet Singh,Powerplay,6,12,2,9,1,1,0,3.0,6.0,3.0,0.75,0.08,0.0,2.9192758741766744
2011,I Sharma,Death,89,45,0,11,11,5,6,11.87,,,0.24,0.24,0.13,-1.6083868238112482
2011,I Sharma,Middle,55,42,0,14,7,7,0,7.86,,,0.33,0.17,0.0,0.3275157733537761
2011,I Sharma,Powerplay,180,188,11,115,28,27,1,5.74,17.09,16.36,0.61,0.15,0.01,1.678501380187948
2011,Iqbal Abdulla,Death,32,25,1,14,5,4,1,7.68,25.0,32.0,0.56,0.2,0.04,0.8454001789459926
2011,Iqbal Abdulla,Middle,140,115,6,37,14,9,5,7.3,19.17,23.33,0.32,0.12,0.04,0.3347537415830451
2011,Iqbal Abdulla,Powerplay,107,122,7,69,14,14,0,5.26,17.43,15.29,0.57,0.11,0.0,1.8071167057946116
2011,Irfan Pathan,Death,45,26,1,5,5,3,2,10.38,26.0,45.0,0.19,0.19,0.08,-1.0923622893429763
2011,Irfan Pathan,Middle,119,79,3,25,16,12,4,9.04,26.33,39.67,0.32,0.2,0.05,-0.2798607431558644
2011,Irfan Pathan,Powerplay,189,183,7,112,28,24,4,6.2,26.14,27.0,0.61,0.15,0.02,1.5461622236622292
2011,J Botha,Death,9,12,2,6,1,1,0,4.5,6.0,4.5,0.5,0.08,0.0,1.7899862504338018
2011,J Botha,Middle,128,121,2,42,10,6,4,6.35,60.5,64.0,0.35,0.08,0.03,0.7880142612096585
2011,J Botha,Powerplay,105,86,3,38,13,11,2,7.33,28.67,35.0,0.44,0.15,0.02,0.7596682608987946
2011,J Syed Mohammad,Middle,108,67,4,18,13,7,6,9.67,16.75,27.0,0.27,0.19,0.09,-0.7468001949381173
2011,J Syed Mohammad,Powerplay,14,18,1,11,1,0,1,4.67,18.0,14.0,0.61,0.06,0.06,1.8853075775563184
2011,JA Morkel,Death,78,44,6,14,10,7,3,10.64,7.33,13.0,0.32,0.23,0.07,-0.759168701775034
2011,JA Morkel,Middle,59,52,3,17,5,4,1,6.81,17.33,19.67,0.33,0.1,0.02,0.6283780618119664
2011,JA Morkel,Powerplay,221,159,6,71,33,28,5,8.34,26.5,36.83,0.45,0.21,0.03,0.3699028887665213
2011,JD Ryder,Middle,100,79,3,26,11,8,3,7.59,26.33,33.33,0.33,0.14,0.04,0.25429003485629476
2011,JD Unadkat,Death,28,20,2,10,3,1,2,8.4,10.0,14.0,0.5,0.15,0.1,0.3519689901289136
2011,JD Unadkat,Middle,30,24,0,10,3,2,1,7.5,,,0.42,0.12,0.04,0.6513640011290536
2011,JD Unadkat,Powerplay,52,49,3,20,6,5,1,6.37,16.33,17.33,0.41,0.12,0.02,0.9164688658392866
2011,JDP Oram,Powerplay,46,24,1,9,6,3,3,11.5,24.0,46.0,0.38,0.25,0.12,-1.033969024344142
2011,JE Taylor,Death,96,53,6,23,11,4,7,10.87,8.83,16.0,0.43,0.21,0.13,-0.6739802938988524
2011,JE Taylor,Middle,20,18,0,10,2,0,2,6.67,,,0.56,0.11,0.11,0.9327665724604
2011,JE Taylor,Powerplay,51,51,0,26,6,6,0,6.0,,,0.51,0.12,0.0,1.4386487428331098
2011,JEC Franklin,Middle,80,57,2,13,9,7,2,8.42,28.5,40.0,0.23,0.16,0.04,-0.3027952678246489
2011,JH Kallis,Death,53,38,3,11,6,5,1,8.37,12.67,17.67,0.29,0.16,0.03,-0.029465731928612692
2011,JH Kallis,Middle,53,55,2,25,5,4,1,5.78,27.5,26.5,0.45,0.09,0.02,1.2560537953510325
2011,JH Kallis,Powerplay,39,32,0,14,6,6,0,7.31,,,0.44,0.19,0.0,0.7392995931095168
2011,JJ van der Wath,Death,49,24,2,8,7,5,2,12.25,12.0,24.5,0.33,0.29,0.08,-1.250263266370662
2011,JJ van der Wath,Middle,44,19,1,6,8,5,3,13.89,19.0,44.0,0.32,0.42,0.16,-2.431918804377856
2011,JJ van der Wath,Powerplay,41,33,0,21,8,7,1,7.45,,,0.64,0.24,0.03,1.086152611842111
2011,JP Duminy,Middle,84,56,2,21,10,4,6,9.0,28.0,42.0,0.38,0.18,0.11,-0.32426752718807006
2011,JP Duminy,Powerplay,54,49,2,27,7,5,2,6.61,24.5,27.0,0.55,0.14,0.04,1.190645028020788
2011,JR Hopes,Death,63,45,2,11,6,5,1,8.4,22.5,31.5,0.24,0.13,0.02,-0.05528218365560183
2011,JR Hopes,Middle,203,135,5,42,26,16,10,9.02,27.0,40.6,0.31,0.19,0.07,-0.38756535568167144
2011,JR Hopes,Powerplay,11,18,0,11,1,1,0,3.67,,,0.61,0.06,0.0,2.382110218818124
2011,Joginder Sharma,Middle,25,13,0,3,4,3,1,11.54,,,0.23,0.31,0.08,-1.54727030839566
2011,KA Pollard,Death,69,41,3,11,7,3,4,10.1,13.67,23.0,0.27,0.17,0.1,-0.8075462957678272
2011,KA Pollard,Middle,271,208,6,73,33,26,7,7.82,34.67,45.17,0.35,0.16,0.03,0.273651355383072
2011,KA Pollard,Powerplay,27,21,1,9,3,3,0,7.71,21.0,27.0,0.43,0.14,0.0,0.8030246226126706
2011,KMDN Kulasekara,Powerplay,26,19,1,8,4,4,0,8.21,19.0,26.0,0.42,0.21,0.0,0.4507018769348835
2011,Kamran Khan,Powerplay,37,12,0,4,7,3,4,18.5,,,0.33,0.58,0.33,-4.636747388515482
2011,Kohli,Middle,109,82,2,23,12,11,1,7.98,41.0,54.5,0.28,0.15,0.01,0.14392976011323608
2011,Kohli,Powerplay,17,18,0,4,1,1,0,5.67,,,0.22,0.06,0.0,0.6778382815084775
2011,L Ablish,Middle,39,18,0,3,7,6,1,13.0,,,0.17,0.39,0.06,-2.1608695039605066
2011,L Balaji,Death,113,74,4,20,12,9,3,9.16,18.5,28.25,0.27,0.16,0.04,-0.28761327571593603
2011,L Balaji,Middle,103,70,3,27,13,8,5,8.83,23.33,34.33,0.39,0.19,0.07,-0.07516845244124039
2011,L Balaji,Powerplay,124,102,2,51,19,18,1,7.29,51.0,62.0,0.5,0.19,0.01,0.8982557847747582
2011,M Kartik,Death,16,12,0,1,1,0,1,8.0,,,0.08,0.08,0.08,-0.7099522035748782
2011,M Kartik,Middle,93,62,0,20,11,5,6,9.0,,,0.32,0.18,0.1,-0.4798460791045328
2011,M Kartik,Powerplay,61,56,1,22,5,5,0,6.54,56.0,61.0,0.39,0.09,0.0,1.0267783752848
2011,M Manhas,Middle,42,42,0,15,3,2,1,6.0,,,0.36,0.07,0.02,0.9700783628568961
2011,M Morkel,Death,72,51,5,21,9,5,4,8.47,10.2,14.4,0.41,0.18,0.08,0.034316250176138666
2011,M Morkel,Middle,89,74,4,31,12,9,3,7.22,18.5,22.25,0.42,0.16,0.04,0.5655977654662702
2011,M Morkel,Powerplay,175,149,4,86,29,27,2,7.05,37.25,43.75,0.58,0.19,0.01,1.2190967873871346
2011,M Muralitharan,Death,28,18,1,6,3,1,2,9.33,18.0,28.0,0.33,0.17,0.11,-0.5219286135233913
2011,M Muralitharan,Middle,90,68,1,26,10,5,5,7.94,68.0,90.0,0.38,0.15,0.07,0.1731510428217064
2011,M Muralitharan,Powerplay,27,31,0,18,3,2,1,5.23,,,0.58,0.1,0.03,1.7165248022461392
2011,MK Tiwary,Middle,23,13,0,5,3,1,2,10.62,,,0.38,0.23,0.15,-0.9827866062364861
2011,MM Patel,Death,98,56,6,16,15,12,3,10.5,9.33,16.33,0.29,0.27,0.05,-0.8643875281817787
2011,MM Patel,Middle,108,90,6,31,13,13,0,7.2,15.0,18.0,0.34,0.14,0.0,0.5738064448761087
2011,MM Patel,Powerplay,171,183,10,111,25,23,2,5.61,18.3,17.1,0.61,0.14,0.01,1.7337193365914296
2011,MR Marsh,Death,12,12,4,6,2,2,0,6.0,3.0,3.0,0.5,0.17,0.0,1.2372935869476267
2011,MR Marsh,Middle,53,48,2,16,6,6,0,6.62,24.0,26.5,0.33,0.12,0.0,0.7032459279601472
2011,MR Marsh,Powerplay,26,13,0,4,4,3,1,12.0,,,0.31,0.31,0.08,-1.3446466969905309
2011,MS Gony,Middle,28,24,1,9,4,4,0,7.0,24.0,28.0,0.38,0.17,0.0,0.6479476110681488
2011,MS Gony,Powerplay,44,25,2,9,7,5,2,10.56,12.5,22.0,0.36,0.28,0.08,-0.8264734124523195
2011,ND Doshi,Middle,30,14,0,2,4,1,3,12.86,,,0.14,0.29,0.21,-2.7295106770221884
2011,ND Doshi,Powerplay,32,18,1,8,6,4,2,10.67,18.0,32.0,0.44,0.33,0.11,-0.8950179225371099
2011,NJ Rimmington,Powerplay,14,12,0,7,2,2,0,7.0,,,0.58,0.17,0.0,1.348720925135736
2011,NL McCullum,Middle,23,18,0,5,2,1,1,7.67,,,0.28,0.11,0.06,0.05606915684591892
2011,NL McCullum,Powerplay,12,12,0,6,1,0,1,6.0,,,0.5,0.08,0.08,1.0994357308449065
2011,NLTC Perera,Death,18,12,1,4,2,1,1,9.0,12.0,18.0,0.33,0.17,0.08,-0.3022372307571062
2011,NLTC Perera,Middle,47,37,0,13,5,4,1,7.62,,,0.35,0.14,0.03,0.3739543489436985
2011,NLTC Perera,Powerplay,17,12,0,5,3,3,0,8.5,,,0.42,0.25,0.0,0.2686729084319124
2011,P Kumar,Death,37,13,1,5,7,4,3,17.08,13.0,37.0,0.38,0.54,0.23,-3.5421540226514945
2011,P Kumar,Middle,71,42,2,14,10,5,5,10.14,21.0,35.5,0.33,0.24,0.12,-0.9462195519076794
2011,P Kumar,Powerplay,245,228,7,131,38,36,2,6.45,32.57,35.0,0.57,0.17,0.01,1.3519139102199524
2011,P Parameswaran,Death,22,15,2,5,4,4,0,8.8,7.5,11.0,0.33,0.27,0.0,-0.1638662752030211
2011,P Parameswaran,Middle,52,50,1,22,6,5,1,6.24,50.0,52.0,0.44,0.12,0.02,1.043539521316485
2011,P Parameswaran,Powerplay,63,32,1,16,11,5,6,11.81,32.0,63.0,0.5,0.34,0.19,-1.3478022304641366
2011,PC Valthaty,Death,20,14,2,5,2,1,1,8.57,7.0,10.0,0.36,0.14,0.07,0.02994135736484541
2011,PC Valthaty,Middle,162,127,4,40,16,12,4,7.65,31.75,40.5,0.31,0.13,0.03,0.26199652454343453
2011,PP Chawla,Death,35,20,2,4,5,3,2,10.5,10.0,17.5,0.2,0.25,0.1,-1.3864761349584183
2011,PP Chawla,Middle,260,201,14,81,31,19,12,7.76,14.36,18.57,0.4,0.15,0.06,0.3282805742712857
2011,PP Chawla,Powerplay,45,32,0,14,6,5,1,8.44,,,0.44,0.19,0.03,0.3845026203920909
2011,PP Ojha,Death,65,41,4,15,8,4,4,9.51,10.25,16.25,0.37,0.2,0.1,-0.4573091602543292
2011,PP Ojha,Middle,146,116,3,46,14,9,5,7.55,38.67,48.67,0.4,0.12,0.04,0.5728425703503487
2011,PP Ojha,Powerplay,70,67,3,33,8,6,2,6.27,22.33,23.33,0.49,0.12,0.03,1.159012947906401
2011,R Bhatia,Death,19,12,0,2,2,1,1,9.5,,,0.17,0.17,0.08,-0.9472968757306388
2011,R Bhatia,Middle,161,152,8,52,14,12,2,6.36,19.0,20.12,0.34,0.09,0.01,0.8273303622030962
2011,R Bhatia,Powerplay,23,18,0,4,2,1,1,7.67,,,0.22,0.11,0.06,-0.1541628373743574
2011,R McLaren,Death,54,32,2,5,6,4,2,10.12,16.0,27.0,0.16,0.19,0.06,-1.044262085111366
2011,R McLaren,Middle,83,42,2,10,13,12,1,11.86,21.0,41.5,0.24,0.31,0.02,-1.2383532248498568
2011,R McLaren,Powerplay,45,37,1,19,8,8,0,7.3,37.0,45.0,0.51,0.22,0.0,0.8864691787982996
2011,R Ninan,Middle,56,30,2,5,7,3,4,11.2,15.0,28.0,0.17,0.23,0.13,-1.7072432541144027
2011,R Sathish,Middle,40,30,0,7,4,4,0,8.0,,,0.23,0.13,0.0,0.08653883022421563
2011,R Vinay Kumar,Death,97,63,5,23,15,14,1,9.24,12.6,19.4,0.37,0.24,0.02,-0.10753667736099576
2011,R Vinay Kumar,Middle,137,105,2,40,18,14,4,7.83,52.5,68.5,0.38,0.17,0.04,0.28916179227858746
2011,R Vinay Kumar,Powerplay,95,92,5,49,12,12,0,6.2,18.4,19.0,0.53,0.13,0.0,1.4416863787156629
2011,RA Jadeja,Death,40,38,2,15,2,1,1,6.32,19.0,20.0,0.39,0.05,0.03,1.0330252777556057
2011,RA Jadeja,Middle,216,187,4,71,20,13,7,6.93,46.75,54.0,0.38,0.11,0.04,0.6407353691921446
2011,RA Jadeja,Powerplay,37,30,2,13,5,3,2,7.4,15.0,18.5,0.43,0.17,0.07,0.3730140484827819
2011,RE van der Merwe,Middle,69,74,2,34,5,3,2,5.59,37.0,34.5,0.46,0.07,0.03,1.3350531924368358
2011,RP Singh,Death,68,55,1,15,5,4,1,7.42,55.0,68.0,0.27,0.09,0.02,0.34839135329036575
2011,RP Singh,Middle,64,38,3,12,8,6,2,10.11,12.67,21.33,0.32,0.21,0.05,-0.4938277677519351
2011,RP Singh,Powerplay,208,196,8,116,28,25,3,6.37,24.5,26.0,0.59,0.14,0.02,1.4806382524272734
2011,RR Powar,Death,20,12,1,5,3,1,2,10.0,12.0,20.0,0.42,0.25,0.17,-0.9137585918913033
2011,RR Powar,Middle,43,30,1,10,5,2,3,8.6,30.0,43.0,0.33,0.17,0.1,-0.34399132038916275
2011,RR Powar,Powerplay,25,12,0,3,4,3,1,12.5,,,0.25,0.33,0.08,-1.7058462810031116
2011,RV Gomez,Middle,81,66,3,25,10,7,3,7.36,22.0,27.0,0.38,0.15,0.05,0.3804094801439103
2011,RW Price,Powerplay,20,12,0,0,2,1,1,10.0,,,0.0,0.17,0.08,-1.6273951864075507
2011,Rahul Sharma,Death,31,36,2,16,3,3,0,5.17,18.0,15.5,0.44,0.08,0.0,1.466603324629445
2011,Rahul Sharma,Middle,199,212,12,91,17,14,3,5.63,17.67,16.58,0.43,0.08,0.01,1.299225502400347
2011,Rahul Sharma,Powerplay,44,48,2,24,4,1,3,5.5,24.0,22.0,0.5,0.08,0.06,1.2931836091719962
2011,Rohit Sharma,Middle,53,25,0,5,6,3,3,12.72,,,0.2,0.24,0.12,-1.837437733644039
2011,Ryan Harris,Death,141,98,9,29,16,14,2,8.63,10.89,15.67,0.3,0.16,0.02,0.01631705934445861
2011,Ryan Harris,Middle,82,56,3,19,10,8,2,8.79,18.67,27.33,0.34,0.18,0.04,-0.04638287651271932
2011,Ryan Harris,Powerplay,178,141,4,87,27,22,5,7.57,35.25,44.5,0.62,0.19,0.04,1.1074724898209711
2011,S Aravind,Death,112,71,10,31,13,4,9,9.46,7.1,11.2,0.44,0.18,0.13,-0.3010281317973265
2011,S Aravind,Middle,75,43,3,14,11,6,5,10.47,14.33,25.0,0.33,0.26,0.12,-1.068477203835366
2011,S Aravind,Powerplay,172,156,7,81,23,21,2,6.62,22.29,24.57,0.52,0.15,0.01,1.2145372399112795
2011,S Ladda,Middle,30,19,0,6,3,0,3,9.47,,,0.32,0.16,0.16,-0.8206146709508665
2011,S Nadeem,Death,26,12,0,1,3,2,1,13.0,,,0.08,0.25,0.08,-2.119838207388658
2011,S Nadeem,Middle,112,85,3,28,12,7,5,7.91,28.33,37.33,0.33,0.14,0.06,0.0909409142682117
2011,S Nadeem,Powerplay,7,18,1,12,0,0,0,2.33,18.0,7.0,0.67,0.0,0.0,3.018223864425085
2011,S Randiv,Death,22,12,2,4,3,1,2,11.0,6.0,11.0,0.33,0.25,0.17,-1.397988570660643
2011,S Randiv,Middle,151,123,4,46,17,15,2,7.37,30.75,37.75,0.37,0.14,0.02,0.5409056195140021
2011,S Randiv,Powerplay,36,32,0,13,4,3,1,6.75,,,0.41,0.12,0.03,0.7976402683086816
2011,S Sreesanth,Death,34,23,0,8,5,3,2,8.87,,,0.35,0.22,0.09,-0.4311751734692032
2011,S Sreesanth,Middle,37,27,0,9,4,3,1,8.22,,,0.33,0.15,0.04,0.1146310847333511
2011,S Sreesanth,Powerplay,141,156,7,96,18,15,3,5.42,22.29,20.14,0.62,0.12,0.02,1.8127187336772324
2011,SB Jakati,Middle,249,202,8,66,22,14,8,7.4,25.25,31.12,0.33,0.11,0.04,0.386167506578953
2011,SB Jakati,Powerplay,31,30,2,10,3,3,0,6.2,15.0,15.5,0.33,0.1,0.0,0.8407029587573378
2011,SB Wagh,Death,27,16,1,5,2,0,2,10.12,16.0,27.0,0.31,0.12,0.12,-0.6137596671286109
2011,SB Wagh,Powerplay,104,86,3,49,17,17,0,7.26,28.67,34.67,0.57,0.2,0.0,1.169983048588974
2011,SJ Srivastava,Death,43,24,2,7,7,5,2,10.75,12.0,21.5,0.29,0.29,0.08,-1.1370949480257915
2011,SJ Srivastava,Middle,64,58,5,29,8,7,1,6.62,11.6,12.8,0.5,0.14,0.02,1.1230697642371281
2011,SJ Srivastava,Powerplay,80,46,1,22,12,9,3,10.43,46.0,80.0,0.48,0.26,0.07,-0.26287472726805206
2011,SK Raina,Death,47,27,3,9,6,1,5,10.44,9.0,15.67,0.33,0.22,0.19,-1.312931648193209
2011,SK Raina,Middle,160,140,1,63,17,14,3,6.86,140.0,160.0,0.45,0.12,0.02,0.9738713548077309
2011,SK Trivedi,Death,89,60,7,25,11,6,5,8.9,8.57,12.71,0.42,0.18,0.08,-0.0032643387192198797
2011,SK Trivedi,Middle,126,103,2,28,12,11,1,7.34,51.5,63.0,0.27,0.12,0.01,0.31676546048003135
2011,SK Trivedi,Powerplay,92,61,1,25,13,11,2,9.05,61.0,92.0,0.41,0.21,0.03,0.10984201487136648
2011,SK Warne,Death,26,24,1,8,3,3,0,6.5,24.0,26.0,0.33,0.12,0.0,0.7235117664528185
2011,SK Warne,Middle,215,219,10,96,20,14,6,5.89,21.9,21.5,0.44,0.09,0.03,1.1477846687255577
2011,SK Warne,Powerplay,57,43,2,18,6,4,2,7.95,21.5,28.5,0.42,0.14,0.05,0.45418706840488243
2011,SL Malinga,Death,139,118,12,47,11,8,3,7.07,9.83,11.58,0.4,0.09,0.03,0.8083492607341084
2011,SL Malinga,Middle,118,122,10,63,12,10,2,5.8,12.2,11.8,0.52,0.1,0.02,1.4646835174894888
2011,SL Malinga,Powerplay,136,157,6,102,22,21,1,5.2,26.17,22.67,0.65,0.14,0.01,1.9431156142549066
2011,SR Watson,Death,69,59,3,21,5,3,2,7.02,19.67,23.0,0.36,0.08,0.03,0.7099019953289579
2011,SR Watson,Middle,77,69,0,26,7,7,0,6.7,,,0.38,0.1,0.0,0.9314552935547716
2011,SR Watson,Powerplay,102,98,3,48,12,11,1,6.24,32.67,34.0,0.49,0.12,0.01,1.273386292137195
2011,STR Binny,Middle,30,19,0,2,3,3,0,9.47,,,0.11,0.16,0.0,-0.6819715738608192
2011,SW Tait,Death,17,13,2,8,3,3,0,7.85,6.5,8.5,0.62,0.23,0.0,1.1457461104076425
2011,SW Tait,Middle,49,28,1,13,7,5,2,10.5,28.0,49.0,0.46,0.25,0.07,-0.3115104997591147
2011,SW Tait,Powerplay,71,61,3,40,10,8,2,6.98,20.33,23.67,0.66,0.16,0.03,1.50171086163653
2011,Shakib Al Hasan,Death,32,21,3,8,4,1,3,9.14,7.0,10.67,0.38,0.19,0.14,-0.5451346303773807
2011,Shakib Al Hasan,Middle,86,81,6,34,7,3,4,6.37,13.5,14.33,0.42,0.09,0.05,0.8873370987404882
2011,Shakib Al Hasan,Powerplay,59,56,2,24,8,8,0,6.32,28.0,29.5,0.43,0.14,0.0,1.0377705851527772
2011,TG Southee,Death,73,44,1,13,9,6,3,9.95,44.0,73.0,0.3,0.2,0.07,-0.6129275677396723
2011,TG Southee,Middle,5,12,2,8,0,0,0,2.5,6.0,2.5,0.67,0.0,0.0,2.9895139265604675
2011,TG Southee,Powerplay,51,43,1,21,9,9,0,7.12,43.0,51.0,0.49,0.21,0.0,0.8800539031669679
2011,TL Suman,Middle,45,30,0,6,5,3,2,9.0,,,0.2,0.17,0.07,-0.7030864425972245
2011,TM Dilshan,Middle,57,37,1,8,6,4,2,9.24,37.0,57.0,0.22,0.16,0.05,-0.5309706055317608
2011,TM Dilshan,Powerplay,42,31,0,9,5,4,1,8.13,,,0.29,0.16,0.03,0.011065945056728591
2011,UT Yadav,Death,18,13,0,4,2,2,0,8.31,,,0.31,0.15,0.0,0.24796814367234185
2011,UT Yadav,Middle,63,55,2,21,7,5,2,6.87,27.5,31.5,0.38,0.13,0.04,0.5843416923656385
2011,UT Yadav,Powerplay,91,45,0,17,16,13,3,12.13,,,0.38,0.36,0.07,-1.2329937433122262
2011,VR Aaron,Death,20,13,0,4,3,3,0,9.23,,,0.31,0.23,0.0,-0.17350966906283488
2011,VR Aaron,Middle,35,38,1,18,4,4,0,5.53,38.0,35.0,0.47,0.11,0.0,1.4111319121523076
2011,VR Aaron,Powerplay,28,26,1,15,4,3,1,6.46,26.0,28.0,0.58,0.15,0.04,1.2878300252103436
2011,WD Parnell,Death,67,51,5,20,8,8,0,7.88,10.2,13.4,0.39,0.16,0.0,0.5676334258616946
2011,WD Parnell,Middle,41,43,1,23,5,4,1,5.72,43.0,41.0,0.53,0.12,0.02,1.4467061461151411
2011,WD Parnell,Powerplay,114,90,3,45,13,12,1,7.6,30.0,38.0,0.5,0.14,0.01,1.0122188588507945
2011,Y Nagar,Middle,67,34,1,7,9,6,3,11.82,34.0,67.0,0.21,0.26,0.09,-1.552971548407028
2011,Yusuf Pathan,Middle,158,154,10,59,14,11,3,6.16,15.4,15.8,0.38,0.09,0.02,0.9466079802005853
2011,Yusuf Pathan,Powerplay,61,62,2,37,10,10,0,5.9,31.0,30.5,0.6,0.16,0.0,1.6378317407617338
2011,Yuvraj Singh,Death,39,24,2,7,5,3,2,9.75,12.0,19.5,0.29,0.21,0.08,-0.7021065762955004
2011,Yuvraj Singh,Middle,105,108,6,38,6,2,4,5.83,18.0,17.5,0.35,0.06,0.04,0.8877060484469285
2011,Yuvraj Singh,Powerplay,41,36,1,14,4,3,1,6.83,36.0,41.0,0.39,0.11,0.03,0.7473156759432299
