season,striker,phase,runs,balls_faced,lost_wicket,dot_balls,boundaries,fours,sixes,strike_rate,balls_per_dismissal,batting_avg,dot_ball_pct,boundary_pct,six_pct,dismissal_rate,performance_index
2012,DR Smith,Death,30,17,1,4,4,2,2,176.47,17.0,30.0,0.24,0.24,11.76,0.06,0.2979498069218439
2012,DR Smith,Middle,61,36,2,9,9,7,2,169.44,18.0,30.5,0.25,0.25,5.56,0.06,0.25847756266079314
2012,DR Smith,Powerplay,66,49,1,27,12,9,3,134.69,49.0,66.0,0.55,0.24,6.12,0.02,0.6944749229518408
2012,DT Christian,Death,62,38,3,9,8,5,3,163.16,12.67,20.67,0.24,0.21,7.89,0.08,0.14178843828520668
2012,DT Christian,Middle,80,77,2,24,6,3,3,103.9,38.5,40.0,0.31,0.08,3.9,0.03,-0.33679751461421853
2012,DW Steyn,Death,15,16,5,9,1,0,1,93.75,3.2,3.0,0.56,0.06,6.25,0.31,-1.102185371425031
2012,Daniel Harris,Middle,46,28,1,8,6,3,3,164.29,28.0,46.0,0.29,0.21,10.71,0.04,0.4778713184587859
2012,Daniel Harris,Powerplay,65,75,2,44,10,8,2,86.67,37.5,32.5,0.59,0.13,2.67,0.03,-0.39321124122297
2012,F du Plessis,Middle,140,118,5,27,8,2,6,118.64,23.6,28.0,0.23,0.07,5.08,0.04,-0.11584347070864397
2012,F du Plessis,Powerplay,256,187,4,81,38,27,11,136.9,46.75,64.0,0.43,0.2,5.88,0.02,1.9499959449822564
2012,Ferguson,Middle,34,38,2,16,2,2,0,89.47,19.0,17.0,0.42,0.05,0.0,0.05,-1.2027648337585273
2012,Ferguson,Powerplay,15,19,0,9,1,1,0,78.95,,,0.47,0.05,0.0,0.0,-1.483207593531794
2012,G Gambhir,Death,19,17,3,6,2,1,1,111.76,5.67,6.33,0.35,0.12,5.88,0.18,-0.8356212708277088
2012,G Gambhir,Middle,181,139,4,33,17,12,5,130.22,34.75,45.25,0.24,0.12,3.6,0.03,0.389245533343645
2012,G Gambhir,Powerplay,390,273,7,110,62,51,11,142.86,39.0,55.71,0.4,0.23,4.03,0.03,2.5743521717667863
2012,GB Hogg,Death,15,16,2,5,1,1,0,93.75,8.0,7.5,0.31,0.06,0.0,0.12,-1.3061434033436983
2012,Gurkeerat Singh,Death,51,22,2,4,10,9,1,231.82,11.0,25.5,0.18,0.45,4.55,0.09,0.82461248762042
2012,Gurkeerat Singh,Middle,35,32,1,13,4,3,1,109.38,32.0,35.0,0.41,0.12,3.12,0.03,-0.5215376445912353
2012,HH Gibbs,Middle,23,22,0,8,2,1,1,104.55,,,0.36,0.09,4.55,0.0,-1.0471310983387239
2012,HH Gibbs,Powerplay,41,58,2,41,6,6,0,70.69,29.0,20.5,0.71,0.1,0.0,0.03,-1.0197680937149756
2012,Harbhajan Singh,Death,77,58,8,24,12,10,2,132.76,7.25,9.62,0.41,0.21,3.45,0.14,-0.21620001214959625
2012,Harbhajan Singh,Middle,31,24,1,10,5,4,1,129.17,24.0,31.0,0.42,0.21,4.17,0.04,-0.2299794045977519
2012,IR Jaggi,Death,12,14,1,5,0,0,0,85.71,14.0,12.0,0.36,0.0,0.0,0.07,-1.445073559453532
2012,Irfan Pathan,Death,76,55,3,17,10,9,1,138.18,18.33,25.33,0.31,0.18,1.82,0.05,-0.24899000283147463
2012,Irfan Pathan,Middle,97,75,4,24,10,5,5,129.33,18.75,24.25,0.32,0.13,6.67,0.05,0.041123668276880465
2012,J Botha,Death,44,34,3,11,5,4,1,129.41,11.33,14.67,0.32,0.15,2.94,0.09,-0.5919762947346531
2012,J Botha,Middle,14,21,1,9,0,0,0,66.67,21.0,14.0,0.43,0.0,0.0,0.05,-1.5040091010180938
2012,JA Morkel,Death,89,50,5,11,10,4,6,178.0,10.0,17.8,0.22,0.2,12.0,0.1,0.5586391886223815
2012,JA Morkel,Middle,18,21,2,10,1,1,0,85.71,10.5,9.0,0.48,0.05,0.0,0.1,-1.3447034158397897
2012,JD Ryder,Death,28,19,1,6,3,1,2,147.37,19.0,28.0,0.32,0.16,10.53,0.05,-0.09052781152097003
2012,JD Ryder,Middle,64,58,2,17,6,5,1,110.34,29.0,32.0,0.29,0.1,1.72,0.03,-0.5801708862364975
2012,JD Ryder,Powerplay,164,139,8,59,22,17,5,117.99,17.38,20.5,0.42,0.16,3.6,0.06,0.2658033712018237
2012,JEC Franklin,Death,24,21,4,8,3,3,0,114.29,5.25,6.0,0.38,0.14,0.0,0.19,-1.004428730212519
2012,JEC Franklin,Middle,116,110,3,39,9,3,6,105.45,36.67,38.67,0.35,0.08,5.45,0.03,0.016732404937185915
2012,JEC Franklin,Powerplay,80,98,2,53,10,9,1,81.63,49.0,40.0,0.54,0.1,1.02,0.02,-0.5143871814703843
2012,JH Kallis,Death,82,39,4,7,11,5,6,210.26,9.75,20.5,0.18,0.28,15.38,0.1,1.0316958578155733
2012,JH Kallis,Middle,214,223,7,80,19,18,1,95.96,31.86,30.57,0.36,0.09,0.45,0.03,-0.34631116123549016
2012,JH Kallis,Powerplay,113,131,6,67,14,11,3,86.26,21.83,18.83,0.51,0.11,2.29,0.05,-0.42284493626299285
2012,JP Duminy,Death,138,78,2,18,17,8,9,176.92,39.0,69.0,0.23,0.22,11.54,0.03,1.6363267926329321
2012,JP Duminy,Middle,98,106,1,37,6,4,2,92.45,106.0,98.0,0.35,0.06,1.89,0.01,0.13671590786016014
2012,JP Faulkner,Death,14,14,1,3,0,0,0,100.0,14.0,14.0,0.21,0.0,0.0,0.07,-1.3584466665304766
2012,KA Pollard,Death,73,47,5,16,11,7,4,155.32,9.4,14.6,0.34,0.23,8.51,0.11,0.25850798770316197
2012,KA Pollard,Middle,147,116,4,50,18,8,10,126.72,29.0,36.75,0.43,0.16,8.62,0.03,0.918278314517633
2012,KC Sangakkara,Death,34,14,1,6,6,3,3,242.86,14.0,34.0,0.43,0.43,21.43,0.07,1.4617716172523942
2012,KC Sangakkara,Middle,106,94,6,33,12,11,1,112.77,15.67,17.67,0.35,0.13,1.06,0.06,-0.5255026122389048
2012,KC Sangakkara,Powerplay,60,82,4,45,7,7,0,73.17,20.5,15.0,0.55,0.09,0.0,0.05,-1.068501782908505
2012,KD Karthik,Death,26,20,5,6,4,4,0,130.0,4.0,5.2,0.3,0.2,0.0,0.25,-0.7871979409112607
2012,KD Karthik,Middle,143,135,10,51,15,14,1,105.93,13.5,14.3,0.38,0.11,0.74,0.07,-0.5627399468689582
2012,KD Karthik,Powerplay,69,62,0,34,13,12,1,111.29,,,0.55,0.21,1.61,0.0,-0.528466545142761
2012,KK Cooper,Death,30,14,2,4,5,3,2,214.29,7.0,15.0,0.29,0.36,14.29,0.14,0.6427695348168982
2012,KP Pietersen,Death,56,23,0,4,9,4,5,243.48,,,0.17,0.39,21.74,0.0,1.2159264638696092
2012,KP Pietersen,Middle,147,103,5,39,19,9,10,142.72,20.6,29.4,0.38,0.18,9.71,0.05,1.0026057624604325
2012,KP Pietersen,Powerplay,102,84,1,38,14,9,5,121.43,84.0,102.0,0.45,0.17,5.95,0.01,1.1282570309457476
2012,Kohli,Death,57,36,2,11,7,3,4,158.33,18.0,28.5,0.31,0.19,11.11,0.06,0.3142880592027871
2012,Kohli,Middle,183,168,6,55,18,12,6,108.93,28.0,30.5,0.33,0.11,3.57,0.04,0.20116117682110024
2012,Kohli,Powerplay,124,129,4,70,18,18,0,96.12,32.25,31.0,0.54,0.14,0.0,0.03,-0.351377015911296
2012,LRPL Taylor,Death,24,16,4,9,3,0,3,150.0,4.0,6.0,0.56,0.19,18.75,0.25,0.03492558908824023
2012,LRPL Taylor,Middle,133,127,6,46,12,10,2,104.72,21.17,22.17,0.36,0.09,1.57,0.05,-0.5004936930096996
2012,LRPL Taylor,Powerplay,40,34,1,12,4,2,2,117.65,34.0,40.0,0.35,0.12,5.88,0.03,-0.26755843543007574
2012,Laxmi Shukla,Death,38,28,4,11,5,3,2,135.71,7.0,9.5,0.39,0.18,7.14,0.14,-0.36319041559472703
2012,Laxmi Shukla,Middle,36,28,2,12,4,1,3,128.57,14.0,18.0,0.43,0.14,10.71,0.07,-0.22574478414947413
2012,M Kaif,Middle,14,16,1,5,1,1,0,87.5,16.0,14.0,0.31,0.06,0.0,0.06,-1.254730471167914
2012,M Kartik,Death,26,21,1,4,2,1,1,123.81,21.0,26.0,0.19,0.1,4.76,0.05,-0.6204865546969577
2012,M Manhas,Death,62,42,3,11,7,3,4,147.62,14.0,20.67,0.26,0.17,9.52,0.07,0.08340528940823466
2012,M Manhas,Middle,58,56,1,24,7,7,0,103.57,56.0,58.0,0.43,0.12,0.0,0.02,-0.3502166762439602
2012,M Vijay,Middle,101,72,2,24,12,7,5,140.28,36.0,50.5,0.33,0.17,6.94,0.03,0.5583635953958519
2012,M Vijay,Powerplay,221,192,11,100,35,30,5,115.1,17.45,20.09,0.52,0.18,2.6,0.06,0.6348497687506504
2012,MA Agarwal,Death,50,18,2,2,8,4,4,277.78,9.0,25.0,0.11,0.44,22.22,0.11,1.6844283955770138
2012,MA Agarwal,Middle,75,64,4,26,10,7,3,117.19,16.0,18.75,0.41,0.16,4.69,0.06,-0.2257158655380227
2012,MA Agarwal,Powerplay,100,82,5,48,16,8,8,121.95,16.4,20.0,0.59,0.2,9.76,0.06,0.6021294656094915
2012,MEK Hussey,Middle,98,76,5,27,14,11,3,128.95,15.2,19.6,0.36,0.18,3.95,0.07,-0.027704983774993246
2012,MEK Hussey,Powerplay,162,163,2,89,22,17,5,99.39,81.5,81.0,0.55,0.13,3.07,0.01,0.8369777249559142
2012,MJ Clarke,Middle,16,19,3,7,1,1,0,84.21,6.33,5.33,0.37,0.05,0.0,0.16,-1.3956944772318425
2012,MJ Clarke,Powerplay,82,77,3,36,11,11,0,106.49,25.67,27.33,0.47,0.14,0.0,0.04,-0.5510455734920822
2012,MK Pandey,Death,34,18,1,3,5,4,1,188.89,18.0,34.0,0.17,0.28,5.56,0.06,0.25871496674303035
2012,MK Pandey,Middle,39,31,0,10,4,2,2,125.81,,,0.32,0.13,6.45,0.0,-0.6781542611331323
2012,MK Pandey,Powerplay,70,66,6,35,9,6,3,106.06,11.0,11.67,0.53,0.14,4.55,0.09,-0.4359788393491106
2012,MK Tiwary,Death,68,53,6,16,7,7,0,128.3,8.83,11.33,0.3,0.13,0.0,0.11,-0.7857306152341599
2012,MK Tiwary,Middle,159,142,3,49,16,13,3,111.97,47.33,53.0,0.35,0.11,2.11,0.02,0.15527846830666814
2012,MK Tiwary,Powerplay,33,56,1,28,1,1,0,58.93,56.0,33.0,0.5,0.02,0.0,0.02,-1.2358746426721252
2012,MN Samuels,Death,19,12,1,3,2,1,1,158.33,12.0,19.0,0.25,0.17,8.33,0.08,-0.2997672013725609
2012,MN Samuels,Middle,94,87,4,34,9,5,4,108.05,21.75,23.5,0.39,0.1,4.6,0.05,-0.2916927653789228
2012,MN Samuels,Powerplay,11,25,2,18,1,1,0,44.0,12.5,5.5,0.72,0.04,0.0,0.08,-1.5908558390752008
2012,MS Bisla,Middle,120,95,5,33,12,6,6,126.32,19.0,24.0,0.35,0.13,6.32,0.05,0.14943735746052692
2012,MS Bisla,Powerplay,93,76,2,37,14,10,4,122.37,38.0,46.5,0.49,0.18,5.26,0.03,0.38458951932878815
2012,MS Dhoni,Death,172,112,7,23,18,14,4,153.57,16.0,24.57,0.21,0.16,3.57,0.06,0.2776871836103268
2012,MS Dhoni,Middle,181,162,4,57,16,11,5,111.73,40.5,45.25,0.35,0.1,3.09,0.02,0.2218492621424
2012,Mandeep Singh,Death,15,13,2,4,0,0,0,115.38,6.5,7.5,0.31,0.0,0.0,0.15,-1.3699860605462866
2012,Mandeep Singh,Middle,166,132,10,43,18,15,3,125.76,13.2,16.6,0.33,0.14,2.27,0.08,-0.09850634966010688
2012,Mandeep Singh,Powerplay,251,204,6,96,42,38,4,123.04,34.0,41.83,0.47,0.21,1.96,0.03,1.1022410764593462
2012,Miller,Death,55,32,0,8,7,3,4,171.88,,,0.25,0.22,12.5,0.0,0.1334681887575994
2012,Miller,Middle,43,44,2,16,3,3,0,97.73,22.0,21.5,0.36,0.07,0.0,0.05,-1.0403341828639285
2012,N Saini,Middle,45,40,4,13,4,4,0,112.5,10.0,11.25,0.32,0.1,0.0,0.1,-1.0064699943828161
2012,N Saini,Powerplay,89,97,4,51,11,11,0,91.75,24.25,22.25,0.53,0.11,0.0,0.04,-0.7417646396035372
2012,NV Ojha,Death,36,33,2,16,4,2,2,109.09,16.5,18.0,0.48,0.12,6.06,0.06,-0.5661250224478851
2012,NV Ojha,Middle,131,90,5,34,17,8,9,145.56,18.0,26.2,0.38,0.19,10.0,0.06,0.8716452255760426
2012,NV Ojha,Powerplay,88,107,4,67,13,11,2,82.24,26.75,22.0,0.63,0.12,1.87,0.04,-0.49855958218981916
2012,OA Shah,Death,111,71,3,17,13,9,4,156.34,23.67,37.0,0.24,0.18,5.63,0.04,0.39998775369854817
2012,OA Shah,Middle,205,176,4,76,24,14,10,116.48,44.0,51.25,0.43,0.14,5.68,0.02,1.0925947825922724
2012,OA Shah,Powerplay,24,22,0,13,3,1,2,109.09,,,0.59,0.14,9.09,0.0,-0.681709554475579
2012,P Dogra,Middle,9,14,2,6,0,0,0,64.29,7.0,4.5,0.43,0.0,0.0,0.14,-1.6294389710298882
2012,P Kumar,Death,35,32,2,14,3,2,1,109.38,16.0,17.5,0.44,0.09,3.12,0.06,-0.8269219225036138
2012,P Negi,Death,13,12,1,5,2,2,0,108.33,12.0,13.0,0.42,0.17,0.0,0.08,-0.9095090132037849
2012,P Negi,Middle,23,18,1,7,3,2,1,127.78,18.0,23.0,0.39,0.17,5.56,0.06,-0.43637529868737585
2012,PA Patel,Death,14,12,1,3,1,1,0,116.67,12.0,14.0,0.25,0.08,0.0,0.08,-1.0841153067851224
2012,PA Patel,Middle,66,55,3,16,7,6,1,120.0,18.33,22.0,0.29,0.13,1.82,0.05,-0.5626986268477702
2012,PA Patel,Powerplay,114,99,8,46,15,12,3,115.15,12.38,14.25,0.46,0.15,3.03,0.08,-0.21560233896696313
2012,PA Reddy,Middle,29,23,1,5,3,3,0,126.09,23.0,29.0,0.22,0.13,0.0,0.04,-0.6959974259539992
2012,PA Reddy,Powerplay,38,38,1,19,4,3,1,100.0,38.0,38.0,0.5,0.11,2.63,0.03,-0.5619853942839247
2012,PC Valthaty,Powerplay,30,52,6,36,4,4,0,57.69,8.67,5.0,0.69,0.08,0.0,0.12,-1.3647443448199679
2012,PP Chawla,Death,73,54,7,18,9,6,3,135.19,7.71,10.43,0.33,0.17,5.56,0.13,-0.2296757110886855
2012,PP Chawla,Middle,33,34,1,15,4,3,1,97.06,34.0,33.0,0.44,0.12,2.94,0.03,-0.6047769219499651
2012,PP Ojha,Death,4,13,1,9,0,0,0,30.77,13.0,4.0,0.69,0.0,0.0,0.08,-1.78188570346611
2012,R Bhatia,Death,20,13,1,3,3,3,0,153.85,13.0,20.0,0.23,0.23,0.0,0.08,-0.46763837793686003
2012,R Bhatia,Middle,14,16,2,6,1,1,0,87.5,8.0,7.0,0.38,0.06,0.0,0.12,-1.3394935984718694
2012,R Dravid,Middle,109,114,8,42,10,10,0,95.61,14.25,13.62,0.37,0.09,0.0,0.07,-0.9012737412483364
2012,R Dravid,Powerplay,343,301,7,153,56,52,4,113.95,43.0,49.0,0.51,0.19,1.33,0.02,1.4889221324197504
2012,R Vinay Kumar,Death,54,44,5,16,5,3,2,122.73,8.8,10.8,0.36,0.11,4.55,0.11,-0.6304611814495704
2012,R Vinay Kumar,Middle,14,21,0,7,0,0,0,66.67,,,0.33,0.0,0.0,0.0,-1.6735353556260053
2012,RA Jadeja,Death,61,43,8,15,7,3,4,141.86,5.38,7.62,0.35,0.16,9.3,0.19,-0.12775856381187356
2012,RA Jadeja,Middle,127,108,4,41,15,10,5,117.59,27.0,31.75,0.38,0.14,4.63,0.04,0.18639172367652423
2012,RE Levi,Powerplay,74,65,4,36,13,10,3,113.85,16.25,18.5,0.55,0.2,4.62,0.06,-0.07298084052877513
2012,RJ Peterson,Death,18,17,2,10,3,2,1,105.88,8.5,9.0,0.59,0.18,5.88,0.12,-0.6706624062594745
2012,RJ Peterson,Middle,14,15,1,5,1,1,0,93.33,15.0,14.0,0.33,0.07,0.0,0.07,-1.2076586859743907
2012,RN ten Doeschate,Death,18,17,2,8,2,1,1,105.88,8.5,9.0,0.47,0.12,5.88,0.12,-0.8289699736921007
2012,RV Uthappa,Death,43,26,2,7,5,4,1,165.38,13.0,21.5,0.27,0.19,3.85,0.08,-0.23936839091745596
2012,RV Uthappa,Middle,189,155,6,47,19,14,5,121.94,25.83,31.5,0.3,0.12,3.23,0.04,0.2331541658936359
2012,RV Uthappa,Powerplay,173,176,6,93,24,20,4,98.3,29.33,28.83,0.53,0.14,2.27,0.03,0.17887076263017543
2012,Rahane,Death,77,41,3,10,13,10,3,187.8,13.67,25.67,0.24,0.32,7.32,0.07,0.6743675782626402
2012,Rahane,Middle,207,156,5,41,24,20,4,132.69,31.2,41.4,0.26,0.15,2.56,0.03,0.5112868041944437
2012,Rahane,Powerplay,276,251,6,124,46,43,3,109.96,41.83,46.0,0.49,0.18,1.2,0.02,1.04600048906882
2012,Rohit Sharma,Death,73,39,3,9,10,4,6,187.18,13.0,24.33,0.23,0.26,15.38,0.08,0.9054097976864148
2012,Rohit Sharma,Middle,210,176,6,58,24,18,6,119.32,29.33,35.0,0.33,0.14,3.41,0.03,0.5330948953169851
2012,Rohit Sharma,Powerplay,150,135,5,72,23,17,6,111.11,27.0,30.0,0.53,0.17,4.44,0.04,0.5027269705296114
2012,Russell,Death,24,14,1,4,3,1,2,171.43,14.0,24.0,0.29,0.21,14.29,0.07,0.18312155929418958
2012,Russell,Middle,23,13,1,3,3,2,1,176.92,13.0,23.0,0.23,0.23,7.69,0.08,-0.030380995937255555
2012,S Badrinath,Middle,107,91,7,32,13,11,2,117.58,13.0,15.29,0.35,0.14,2.2,0.08,-0.372686990014332
2012,S Badrinath,Powerplay,87,94,0,49,12,12,0,92.55,,,0.52,0.13,0.0,0.0,-0.9358303560433259
2012,SB Jakati,Death,7,12,0,5,0,0,0,58.33,,,0.42,0.0,0.0,0.0,-1.7099587190711516
2012,SC Ganguly,Death,14,12,2,6,2,1,1,116.67,6.0,7.0,0.5,0.17,8.33,0.17,-0.6270175444430209
2012,SC Ganguly,Middle,119,141,6,70,14,12,2,84.4,23.5,19.83,0.5,0.1,1.42,0.04,-0.5430181108928691
2012,SC Ganguly,Powerplay,135,135,6,64,18,17,1,100.0,22.5,22.5,0.47,0.13,0.74,0.04,-0.36018735051435746
2012,SD Chitnis,Middle,53,45,2,17,7,6,1,117.78,22.5,26.5,0.38,0.16,2.22,0.04,-0.44148128785587115
2012,SD Chitnis,Powerplay,7,13,0,10,1,1,0,53.85,,,0.77,0.08,0.0,0.0,-1.5279959608683449
2012,SE Marsh,Death,30,15,0,3,3,1,2,200.0,,,0.2,0.2,13.33,0.0,-0.03214979136077926
2012,SE Marsh,Middle,126,105,5,32,13,10,3,120.0,21.0,25.2,0.3,0.12,2.86,0.05,-0.18887515673644853
2012,SE Marsh,Powerplay,180,168,5,86,30,28,2,107.14,33.6,36.0,0.51,0.18,1.19,0.03,0.3766410519815683
2012,SK Raina,Death,28,15,3,3,2,0,2,186.67,5.0,9.33,0.2,0.13,13.33,0.2,-0.15730682755098027
2012,SK Raina,Middle,281,200,10,61,35,24,11,140.5,20.0,28.1,0.3,0.18,5.5,0.05,1.3908361899133663
2012,SK Raina,Powerplay,132,120,4,61,18,12,6,110.0,30.0,33.0,0.51,0.15,5.0,0.03,0.3639863212411827
2012,SL Malinga,Death,54,49,5,22,7,4,3,110.2,9.8,10.8,0.45,0.14,6.12,0.1,-0.44022874905266723
2012,SP Goswami,Death,11,13,2,4,0,0,0,84.62,6.5,5.5,0.31,0.0,0.0,0.15,-1.5285425453088577
2012,SP Goswami,Middle,40,41,2,14,3,2,1,97.56,20.5,20.0,0.34,0.07,2.44,0.05,-0.9111965479778102
2012,SP Goswami,Powerplay,18,15,2,4,2,2,0,120.0,7.5,9.0,0.27,0.13,0.0,0.13,-0.9934200580244739
2012,SPD Smith,Death,157,91,6,22,20,10,10,172.53,15.17,26.17,0.24,0.22,10.99,0.07,1.2458614133140458
2012,SPD Smith,Middle,189,163,4,44,16,12,4,115.95,40.75,47.25,0.27,0.1,2.45,0.02,0.1686135876392877
2012,SPD Smith,Powerplay,16,18,0,9,2,2,0,88.89,,,0.5,0.11,0.0,0.0,-1.2814889670290537
2012,SR Tendulkar,Middle,131,101,7,29,16,14,2,129.7,14.43,18.71,0.29,0.16,1.98,0.07,-0.15556065170020653
2012,SR Tendulkar,Powerplay,186,190,5,99,26,24,2,97.89,38.0,37.2,0.52,0.14,1.05,0.03,0.14569449697506348
2012,SR Watson,Middle,136,88,4,33,20,11,9,154.55,22.0,34.0,0.38,0.23,10.23,0.05,1.1844000841846107
2012,SR Watson,Powerplay,115,82,2,37,19,14,5,140.24,41.0,57.5,0.45,0.23,6.1,0.02,0.9487904471643119
2012,SS Tiwary,Death,69,41,3,7,7,4,3,168.29,13.67,23.0,0.17,0.17,7.32,0.07,0.06080263604352091
2012,SS Tiwary,Middle,91,96,4,37,7,4,3,94.79,24.0,22.75,0.39,0.07,3.12,0.04,-0.6010318879335321
2012,SS Tiwary,Powerplay,31,36,2,19,3,1,2,86.11,18.0,15.5,0.53,0.08,5.56,0.06,-0.826334021556158
2012,STR Binny,Death,18,15,1,3,1,1,0,120.0,15.0,18.0,0.2,0.07,0.0,0.07,-1.0427464617805857
2012,STR Binny,Middle,68,42,3,16,11,8,3,161.9,14.0,22.67,0.38,0.26,7.14,0.07,0.33275829679573554
2012,STR Binny,Powerplay,4,13,0,9,0,0,0,30.77,,,0.69,0.0,0.0,0.0,-1.8303217762112276
2012,Shakib Al Hasan,Death,32,25,3,8,3,2,1,128.0,8.33,10.67,0.32,0.12,4.0,0.12,-0.7379757315832729
2012,Shakib Al Hasan,Middle,59,52,3,19,6,4,2,113.46,17.33,19.67,0.37,0.12,3.85,0.06,-0.5335678153750425
2012,Sikhar Dhawan,Death,38,20,2,5,6,4,2,190.0,10.0,19.0,0.25,0.3,10.0,0.1,0.35979248827253474
2012,Sikhar Dhawan,Middle,195,159,6,53,22,16,6,122.64,26.5,32.5,0.33,0.14,3.77,0.04,0.4704630838762243
2012,Sikhar Dhawan,Powerplay,336,269,5,114,48,38,10,124.91,53.8,67.2,0.42,0.18,3.72,0.02,2.0396836884036893
2012,TL Suman,Powerplay,15,19,2,12,2,1,1,78.95,9.5,7.5,0.63,0.11,5.26,0.11,-1.0043216916516895
2012,TM Dilshan,Death,32,26,1,10,4,4,0,123.08,26.0,32.0,0.38,0.15,0.0,0.04,-0.6009498833971887
2012,TM Dilshan,Middle,136,117,2,48,17,14,3,116.24,58.5,68.0,0.41,0.15,2.56,0.02,0.4836889443973189
2012,TM Dilshan,Powerplay,117,131,5,72,17,15,2,89.31,26.2,23.4,0.55,0.13,1.53,0.04,-0.32439071543192144
2012,UBT Chand,Powerplay,33,29,1,17,5,2,3,113.79,29.0,33.0,0.59,0.17,10.34,0.03,-0.02590363631259893
2012,V Sehwag,Middle,201,121,6,30,28,18,10,166.12,20.17,33.5,0.25,0.23,8.26,0.05,1.4782901443730734
2012,V Sehwag,Powerplay,294,196,10,77,48,39,9,150.0,19.6,29.4,0.39,0.24,4.59,0.05,1.769073376330743
2012,WD Parnell,Death,8,14,3,6,0,0,0,57.14,4.67,2.67,0.43,0.0,0.0,0.21,-1.6828247391348556
2012,WD Parnell,Powerplay,11,15,1,10,2,2,0,73.33,15.0,11.0,0.67,0.13,0.0,0.07,-1.173024368412704
2012,WP Saha,Middle,6,14,1,8,0,0,0,42.86,14.0,6.0,0.57,0.0,0.0,0.07,-1.7048668920273857
2012,Y Nagar,Death,91,61,5,20,13,10,3,149.18,12.2,18.2,0.33,0.21,4.92,0.08,0.10798718508407494
2012,Y Nagar,Middle,58,67,0,23,3,3,0,86.57,,,0.34,0.04,0.0,0.0,-1.414248358633225
2012,Y Venugopal Rao,Middle,98,96,3,39,8,3,5,102.08,32.0,32.67,0.41,0.08,5.21,0.03,-0.18357757099630825
2012,Y Venugopal Rao,Powerplay,28,25,1,9,4,4,0,112.0,25.0,28.0,0.36,0.16,0.0,0.04,-0.6761653790851649
2012,Yusuf Pathan,Death,105,89,5,30,10,7,3,117.98,17.8,21.0,0.34,0.11,3.37,0.06,-0.3413228004796827
2012,Yusuf Pathan,Middle,83,80,5,32,7,3,4,103.75,16.0,16.6,0.4,0.09,5.0,0.06,-0.4613344188079544
2012,Z Khan,Death,12,16,2,8,1,1,0,75.0,8.0,6.0,0.5,0.06,0.0,0.12,-1.4061939887282124
2013,A Ashish Reddy,Death,82,54,4,14,9,5,4,151.85,13.5,20.5,0.26,0.17,7.41,0.07,0.09596824891442546
2013,A Ashish Reddy,Middle,24,17,0,2,2,2,0,141.18,,,0.12,0.12,0.0,0.0,-1.0315119701255187
2013,A Mishra,Death,34,27,1,8,4,4,0,125.93,27.0,34.0,0.3,0.15,0.0,0.04,-0.5642850141926555
2013,A Mishra,Middle,45,62,2,30,3,3,0,72.58,31.0,22.5,0.48,0.05,0.0,0.03,-1.1812837438027082
2013,A Mishra,Powerplay,10,14,0,10,2,2,0,71.43,,,0.71,0.14,0.0,0.0,-1.2929110877563812
2013,A Mukund,Powerplay,18,19,0,6,1,1,0,94.74,,,0.32,0.05,0.0,0.0,-1.4142477723328901
2013,AB de Villiers,Death,155,61,3,13,25,13,12,254.1,20.33,51.67,0.21,0.41,19.67,0.05,2.870909051603491
2013,AB de Villiers,Middle,159,123,5,35,19,17,2,129.27,24.6,31.8,0.28,0.15,1.63,0.04,0.055251947094486914
2013,AC Gilchrist,Middle,81,63,5,25,12,11,1,128.57,12.6,16.2,0.4,0.19,1.59,0.08,-0.3292789820204803
2013,AC Gilchrist,Powerplay,198,166,7,82,33,30,3,119.28,23.71,28.29,0.49,0.2,1.81,0.04,0.5607606606908149
2013,AD Mathews,Death,38,34,5,10,3,2,1,111.76,6.8,7.6,0.29,0.09,2.94,0.15,-0.9416229899795562
2013,AD Mathews,Middle,132,103,3,33,12,3,9,128.16,34.33,44.0,0.32,0.12,8.74,0.03,0.6801833224707907
2013,AJ Finch,Middle,188,131,6,47,24,14,10,143.51,21.83,31.33,0.36,0.18,7.63,0.05,1.1123795009601711
2013,AJ Finch,Powerplay,267,207,7,103,46,40,6,128.99,29.57,38.14,0.5,0.22,2.9,0.03,1.401651169884653
2013,AM Nayar,Death,22,28,4,14,2,2,0,78.57,7.0,5.5,0.5,0.07,0.0,0.14,-1.3464014808257438
2013,AM Nayar,Middle,44,46,3,15,3,3,0,95.65,15.33,14.67,0.33,0.07,0.0,0.07,-1.1321227813886752
2013,AP Tare,Middle,41,27,2,7,5,4,1,151.85,13.5,20.5,0.26,0.19,3.7,0.07,-0.3149137641273025
2013,AP Tare,Powerplay,82,57,3,27,14,10,4,143.86,19.0,27.33,0.47,0.25,7.02,0.05,0.44858645141483616
2013,AT Rayudu,Death,102,68,6,16,11,8,3,150.0,11.33,17.0,0.24,0.16,4.41,0.09,-0.08308361601936051
2013,AT Rayudu,Middle,124,134,7,47,9,8,1,92.54,19.14,17.71,0.35,0.07,0.75,0.05,-0.8379502839631644
2013,AT Rayudu,Powerplay,39,33,0,13,6,6,0,118.18,,,0.39,0.18,0.0,0.0,-0.8877164716847527
2013,Ashwin,Death,15,15,2,7,2,2,0,100.0,7.5,7.5,0.47,0.13,0.0,0.13,-1.0989297806159946
2013,Ashwin,Middle,7,14,0,7,0,0,0,50.0,,,0.5,0.0,0.0,0.0,-1.746338409418642
